Datum,Region_Name,Region_Id,Todesfaelle,Todesfaelle_gesamt
2020-W53,Niedersachsen,03,236,2012
2020-W53,Bremen,04,20,202
2020-W53,Nordrhein-Westfalen,05,786,6713
2020-W53,Hessen,06,474,2946
2020-W53,Rheinland-Pfalz,07,209,1450
2020-W53,Baden-Württemberg,08,487,4894
2020-W53,Bayern,09,654,6845
2020-W53,Saarland,10,36,440
2020-W53,Berlin,11,153,1261
2020-W53,Brandenburg,12,211,980
2020-W53,Mecklenburg-Vorpommern,13,34,176
2020-W53,Sachsen,14,647,3347
2020-W53,Sachsen-Anhalt,15,178,687
2020-W53,Thüringen,16,194,1013
2021-W01,Schleswig-Holstein,01,100,538
2021-W01,Hamburg,02,156,817
2021-W01,Niedersachsen,03,302,2314
2021-W01,Bremen,04,20,222
2021-W01,Nordrhein-Westfalen,05,1174,7887
2021-W01,Hessen,06,520,3466
2021-W01,Rheinland-Pfalz,07,296,1746
2021-W01,Baden-Württemberg,08,599,5493
2021-W01,Bayern,09,995,7840
2021-W01,Saarland,10,99,539
2021-W01,Berlin,11,274,1535
2021-W01,Brandenburg,12,292,1272
2021-W01,Mecklenburg-Vorpommern,13,62,238
2021-W01,Sachsen,14,709,4056
2021-W01,Sachsen-Anhalt,15,146,833
2021-W01,Thüringen,16,284,1297
2021-W02,Schleswig-Holstein,01,105,643
2021-W02,Hamburg,02,87,904
2021-W02,Niedersachsen,03,299,2613
2021-W02,Bremen,04,9,231
2021-W02,Nordrhein-Westfalen,05,1139,9026
2021-W02,Hessen,06,454,3920
2021-W02,Rheinland-Pfalz,07,291,2037
2021-W02,Baden-Württemberg,08,542,6035
2021-W02,Bayern,09,809,8649
2021-W02,Saarland,10,73,612
2021-W02,Berlin,11,251,1786
2021-W02,Brandenburg,12,312,1584
2021-W02,Mecklenburg-Vorpommern,13,59,297
2021-W02,Sachsen,14,1010,5066
2021-W02,Sachsen-Anhalt,15,292,1125
2021-W02,Thüringen,16,315,1612
2021-W03,Schleswig-Holstein,01,95,738
2021-W03,Hamburg,02,81,985
2021-W03,Niedersachsen,03,336,2949
2021-W03,Bremen,04,20,251
2021-W03,Nordrhein-Westfalen,05,843,9869
2021-W03,Hessen,06,445,4365
2021-W03,Rheinland-Pfalz,07,231,2268
2021-W03,Baden-Württemberg,08,540,6575
2021-W03,Bayern,09,935,9584
2021-W03,Saarland,10,73,685
2021-W03,Berlin,11,212,1998
2021-W03,Brandenburg,12,308,1892
2021-W03,Mecklenburg-Vorpommern,13,66,363
2021-W03,Sachsen,14,647,5713
2021-W03,Sachsen-Anhalt,15,290,1415
2021-W03,Thüringen,16,280,1892
2021-W04,Schleswig-Holstein,01,133,871
2021-W04,Hamburg,02,84,1069
2021-W04,Niedersachsen,03,310,3259
2021-W04,Bremen,04,17,268
2021-W04,Nordrhein-Westfalen,05,857,10726
2021-W04,Hessen,06,406,4771
2021-W04,Rheinland-Pfalz,07,230,2498
2021-W04,Baden-Württemberg,08,408,6983
2021-W04,Bayern,09,735,10319
2021-W04,Saarland,10,47,732
2021-W04,Berlin,11,220,2218
2021-W04,Brandenburg,12,371,2263
2021-W04,Mecklenburg-Vorpommern,13,85,448
2021-W04,Sachsen,14,564,6277
2021-W04,Sachsen-Anhalt,15,284,1699
2021-W04,Thüringen,16,272,2164
2021-W05,Schleswig-Holstein,01,133,1004
2021-W05,Hamburg,02,71,1140
2021-W05,Niedersachsen,03,304,3563
2021-W05,Bremen,04,18,286
2021-W05,Nordrhein-Westfalen,05,755,11481
2021-W05,Hessen,06,341,5112
2021-W05,Rheinland-Pfalz,07,211,2709
2021-W05,Baden-Württemberg,08,375,7358
2021-W05,Bayern,09,749,11068
2021-W05,Saarland,10,47,779
2021-W05,Berlin,11,196,2414
2021-W05,Brandenburg,12,331,2594
2021-W05,Mecklenburg-Vorpommern,13,96,544
2021-W05,Sachsen,14,473,6750
2021-W05,Sachsen-Anhalt,15,253,1952
2021-W05,Thüringen,16,166,2330
2021-W06,Schleswig-Holstein,01,114,1118
2021-W06,Hamburg,02,54,1194
2021-W06,Niedersachsen,03,256,3819
2021-W06,Bremen,04,24,310
2021-W06,Nordrhein-Westfalen,05,552,12033
2021-W06,Hessen,06,268,5380
2021-W06,Rheinland-Pfalz,07,152,2861
2021-W06,Baden-Württemberg,08,328,7686
2021-W06,Bayern,09,553,11621
2021-W06,Saarland,10,34,813
2021-W06,Berlin,11,131,2545
2021-W06,Brandenburg,12,157,2751
2021-W06,Mecklenburg-Vorpommern,13,84,628
2021-W06,Sachsen,14,364,7114
2021-W06,Sachsen-Anhalt,15,140,2092
2021-W06,Thüringen,16,219,2549
2021-W07,Schleswig-Holstein,01,79,1197
2021-W07,Hamburg,02,27,1221
2021-W07,Niedersachsen,03,261,4080
2021-W07,Bremen,04,16,326
2021-W07,Nordrhein-Westfalen,05,528,12561
2021-W07,Hessen,06,241,5621
2021-W07,Rheinland-Pfalz,07,113,2974
2021-W07,Baden-Württemberg,08,209,7895
2021-W07,Bayern,09,441,12062
2021-W07,Saarland,10,31,844
2021-W07,Berlin,11,118,2663
2021-W07,Brandenburg,12,127,2878
2021-W07,Mecklenburg-Vorpommern,13,61,689
2021-W07,Sachsen,14,335,7449
2021-W07,Sachsen-Anhalt,15,188,2280
2021-W07,Thüringen,16,162,2711
2021-W08,Schleswig-Holstein,01,78,1275
2021-W08,Hamburg,02,46,1267
2021-W08,Niedersachsen,03,203,4283
2021-W08,Bremen,04,13,339
2021-W08,Nordrhein-Westfalen,05,423,12984
2021-W08,Hessen,06,166,5787
2021-W08,Rheinland-Pfalz,07,103,3077
2021-W08,Baden-Württemberg,08,140,8035
2021-W08,Bayern,09,286,12348
2021-W08,Saarland,10,25,869
2021-W08,Berlin,11,91,2754
2021-W08,Brandenburg,12,92,2970
2021-W08,Mecklenburg-Vorpommern,13,51,740
2021-W08,Sachsen,14,298,7747
2021-W08,Sachsen-Anhalt,15,124,2404
2021-W08,Thüringen,16,117,2828
2021-W09,Schleswig-Holstein,01,49,1324
2021-W09,Hamburg,02,42,1309
2021-W09,Niedersachsen,03,150,4433
2021-W09,Bremen,04,27,366
2021-W09,Nordrhein-Westfalen,05,326,13310
2021-W09,Hessen,06,112,5899
2021-W09,Rheinland-Pfalz,07,67,3144
2021-W09,Baden-Württemberg,08,194,8229
2021-W09,Bayern,09,258,12606
2021-W09,Saarland,10,22,891
2021-W09,Berlin,11,70,2824
2021-W09,Brandenburg,12,96,3066
2021-W09,Mecklenburg-Vorpommern,13,36,776
2021-W09,Sachsen,14,237,7984
2021-W09,Sachsen-Anhalt,15,85,2489
2021-W09,Thüringen,16,85,2913
2021-W10,Schleswig-Holstein,01,44,1368
2021-W10,Hamburg,02,20,1329
2021-W10,Niedersachsen,03,161,4594
2021-W10,Bremen,04,12,378
2021-W10,Nordrhein-Westfalen,05,278,13588
2021-W10,Hessen,06,99,5998
2021-W10,Rheinland-Pfalz,07,50,3194
2021-W10,Baden-Württemberg,08,150,8379
2021-W10,Bayern,09,194,12800
2021-W10,Saarland,10,19,910
2021-W10,Berlin,11,41,2865
2021-W10,Brandenburg,12,62,3128
2021-W10,Mecklenburg-Vorpommern,13,31,807
2021-W10,Sachsen,14,131,8115
2021-W10,Sachsen-Anhalt,15,80,2569
2021-W10,Thüringen,16,122,3035
2021-W11,Schleswig-Holstein,01,29,1397
2021-W11,Hamburg,02,16,1345
2021-W11,Niedersachsen,03,127,4721
2021-W11,Bremen,04,14,392
2021-W11,Nordrhein-Westfalen,05,228,13816
2021-W11,Hessen,06,108,6106
2021-W11,Rheinland-Pfalz,07,42,3236
2021-W11,Baden-Württemberg,08,111,8490
2021-W11,Bayern,09,152,12952
2021-W11,Saarland,10,6,916
2021-W11,Berlin,11,54,2919
2021-W11,Brandenburg,12,86,3214
2021-W11,Mecklenburg-Vorpommern,13,22,829
2021-W11,Sachsen,14,103,8218
2021-W11,Sachsen-Anhalt,15,50,2619
2021-W11,Thüringen,16,134,3169
2021-W12,Schleswig-Holstein,01,20,1417
2021-W12,Hamburg,02,24,1369
2021-W12,Niedersachsen,03,89,4810
2021-W12,Bremen,04,9,401
2021-W12,Nordrhein-Westfalen,05,227,14043
2021-W12,Hessen,06,129,6235
2021-W12,Rheinland-Pfalz,07,50,3286
2021-W12,Baden-Württemberg,08,107,8597
2021-W12,Bayern,09,167,13119
2021-W12,Saarland,10,6,922
2021-W12,Berlin,11,41,2960
2021-W12,Brandenburg,12,43,3257
2021-W12,Mecklenburg-Vorpommern,13,18,847
2021-W12,Sachsen,14,109,8327
2021-W12,Sachsen-Anhalt,15,61,2680
2021-W12,Thüringen,16,97,3266
2021-W13,Schleswig-Holstein,01,14,1431
2021-W13,Hamburg,02,25,1394
2021-W13,Niedersachsen,03,87,4897
2021-W13,Bremen,04,5,406
2021-W13,Nordrhein-Westfalen,05,206,14249
2021-W13,Hessen,06,93,6328
2021-W13,Rheinland-Pfalz,07,35,3321
2021-W13,Baden-Württemberg,08,106,8703
2021-W13,Bayern,09,171,13290
2021-W13,Saarland,10,2,924
2021-W13,Berlin,11,41,3001
2021-W13,Brandenburg,12,41,3298
2021-W13,Mecklenburg-Vorpommern,13,29,876
2021-W13,Sachsen,14,102,8429
2021-W13,Sachsen-Anhalt,15,38,2718
2021-W13,Thüringen,16,94,3360
2021-W14,Schleswig-Holstein,01,19,1450
2021-W14,Hamburg,02,14,1408
2021-W14,Niedersachsen,03,113,5010
2021-W14,Bremen,04,14,420
2021-W14,Nordrhein-Westfalen,05,263,14512
2021-W14,Hessen,06,110,6438
2021-W14,Rheinland-Pfalz,07,54,3375
2021-W14,Baden-Württemberg,08,169,8872
2021-W14,Bayern,09,176,13466
2021-W14,Saarland,10,5,929
2021-W14,Berlin,11,45,3046
2021-W14,Brandenburg,12,53,3351
2021-W14,Mecklenburg-Vorpommern,13,27,903
2021-W14,Sachsen,14,125,8554
2021-W14,Sachsen-Anhalt,15,99,2817
2021-W14,Thüringen,16,98,3458
2021-W15,Schleswig-Holstein,01,15,1465
2021-W15,Hamburg,02,20,1428
2021-W15,Niedersachsen,03,101,5111
2021-W15,Bremen,04,14,434
2021-W15,Nordrhein-Westfalen,05,296,14808
2021-W15,Hessen,06,118,6556
2021-W15,Rheinland-Pfalz,07,56,3431
2021-W15,Baden-Württemberg,08,149,9021
2021-W15,Bayern,09,237,13703
2021-W15,Saarland,10,10,939
2021-W15,Berlin,11,26,3072
2021-W15,Brandenburg,12,78,3429
2021-W15,Mecklenburg-Vorpommern,13,25,928
2021-W15,Sachsen,14,180,8734
2021-W15,Sachsen-Anhalt,15,77,2894
2021-W15,Thüringen,16,154,3612
2021-W16,Schleswig-Holstein,01,20,1485
2021-W16,Hamburg,02,29,1457
2021-W16,Niedersachsen,03,100,5211
2021-W16,Bremen,04,9,443
2021-W16,Nordrhein-Westfalen,05,356,15164
2021-W16,Hessen,06,138,6694
2021-W16,Rheinland-Pfalz,07,64,3495
2021-W16,Baden-Württemberg,08,159,9180
2021-W16,Bayern,09,243,13946
2021-W16,Saarland,10,6,945
2021-W16,Berlin,11,40,3112
2021-W16,Brandenburg,12,51,3480
2021-W16,Mecklenburg-Vorpommern,13,37,965
2021-W16,Sachsen,14,198,8932
2021-W16,Sachsen-Anhalt,15,105,2999
2021-W16,Thüringen,16,101,3713
2021-W17,Schleswig-Holstein,01,16,1501
2021-W17,Hamburg,02,41,1498
2021-W17,Niedersachsen,03,96,5307
2021-W17,Bremen,04,10,453
2021-W17,Nordrhein-Westfalen,05,367,15531
2021-W17,Hessen,06,142,6836
2021-W17,Rheinland-Pfalz,07,46,3541
2021-W17,Baden-Württemberg,08,164,9344
2021-W17,Bayern,09,231,14177
2021-W17,Saarland,10,12,957
2021-W17,Berlin,11,27,3139
2021-W17,Brandenburg,12,73,3553
2021-W17,Mecklenburg-Vorpommern,13,35,1000
2021-W17,Sachsen,14,182,9114
2021-W17,Sachsen-Anhalt,15,86,3085
2021-W17,Thüringen,16,102,3815
2021-W18,Schleswig-Holstein,01,15,1516
2021-W18,Hamburg,02,18,1516
2021-W18,Niedersachsen,03,86,5393
2021-W18,Bremen,04,7,460
2021-W18,Nordrhein-Westfalen,05,363,15894
2021-W18,Hessen,06,168,7004
2021-W18,Rheinland-Pfalz,07,52,3593
2021-W18,Baden-Württemberg,08,153,9497
2021-W18,Bayern,09,218,14395
2021-W18,Saarland,10,8,965
2021-W18,Berlin,11,81,3220
2021-W18,Brandenburg,12,56,3609
2021-W18,Mecklenburg-Vorpommern,13,43,1043
2021-W18,Sachsen,14,154,9268
2021-W18,Sachsen-Anhalt,15,68,3153
2021-W18,Thüringen,16,111,3926
2021-W19,Schleswig-Holstein,01,37,1553
2021-W19,Hamburg,02,14,1530
2021-W19,Niedersachsen,03,68,5461
2021-W19,Bremen,04,7,467
2021-W19,Nordrhein-Westfalen,05,315,16209
2021-W19,Hessen,06,80,7084
2021-W19,Rheinland-Pfalz,07,30,3623
2021-W19,Baden-Württemberg,08,165,9662
2021-W19,Bayern,09,175,14570
2021-W19,Saarland,10,11,976
2021-W19,Berlin,11,98,3318
2021-W19,Brandenburg,12,42,3651
2021-W19,Mecklenburg-Vorpommern,13,35,1078
2021-W19,Sachsen,14,105,9373
2021-W19,Sachsen-Anhalt,15,53,3206
2021-W19,Thüringen,16,98,4024
2021-W20,Schleswig-Holstein,01,12,1565
2021-W20,Hamburg,02,12,1542
2021-W20,Niedersachsen,03,78,5539
2021-W20,Bremen,04,3,470
2021-W20,Nordrhein-Westfalen,05,255,16464
2021-W20,Hessen,06,93,7177
2021-W20,Rheinland-Pfalz,07,47,3670
2021-W20,Baden-Württemberg,08,141,9803
2021-W20,Bayern,09,194,14764
2021-W20,Saarland,10,18,994
2021-W20,Berlin,11,39,3357
2021-W20,Brandenburg,12,26,3677
2021-W20,Mecklenburg-Vorpommern,13,30,1108
2021-W20,Sachsen,14,186,9559
2021-W20,Sachsen-Anhalt,15,60,3266
2021-W20,Thüringen,16,102,4126
2021-W21,Schleswig-Holstein,01,18,1583
2021-W21,Hamburg,02,18,1560
2021-W21,Niedersachsen,03,53,5592
2021-W21,Bremen,04,2,472
2021-W21,Nordrhein-Westfalen,05,233,16697
2021-W21,Hessen,06,114,7291
2021-W21,Rheinland-Pfalz,07,29,3699
2021-W21,Baden-Württemberg,08,104,9907
2021-W21,Bayern,09,159,14923
2021-W21,Saarland,10,10,1004
2021-W21,Berlin,11,46,3403
2021-W21,Brandenburg,12,30,3707
2021-W21,Mecklenburg-Vorpommern,13,12,1120
2021-W21,Sachsen,14,116,9675
2021-W21,Sachsen-Anhalt,15,34,3300
2021-W21,Thüringen,16,60,4186
2021-W22,Schleswig-Holstein,01,10,1593
2021-W22,Hamburg,02,8,1568
2021-W22,Niedersachsen,03,62,5654
2021-W22,Bremen,04,2,474
2021-W22,Nordrhein-Westfalen,05,139,16836
2021-W22,Hessen,06,73,7364
2021-W22,Rheinland-Pfalz,07,29,3728
2021-W22,Baden-Württemberg,08,77,9984
2021-W22,Bayern,09,75,14998
2021-W22,Saarland,10,6,1010
2021-W22,Berlin,11,26,3429
2021-W22,Brandenburg,12,16,3723
2021-W22,Mecklenburg-Vorpommern,13,6,1126
2021-W22,Sachsen,14,184,9859
2021-W22,Sachsen-Anhalt,15,56,3356
2021-W22,Thüringen,16,56,4242
2021-W23,Schleswig-Holstein,01,10,1603
2021-W23,Hamburg,02,9,1577
2021-W23,Niedersachsen,03,38,5692
2021-W23,Bremen,04,3,477
2021-W23,Nordrhein-Westfalen,05,124,16960
2021-W23,Hessen,06,45,7409
2021-W23,Rheinland-Pfalz,07,29,3757
2021-W23,Baden-Württemberg,08,60,10044
2021-W23,Bayern,09,84,15082
2021-W23,Saarland,10,4,1014
2021-W23,Berlin,11,14,3443
2021-W23,Brandenburg,12,14,3737
2021-W23,Mecklenburg-Vorpommern,13,18,1144
2021-W23,Sachsen,14,117,9976
2021-W23,Sachsen-Anhalt,15,28,3384
2021-W23,Thüringen,16,29,4271
2021-W24,Schleswig-Holstein,01,9,1612
2021-W24,Hamburg,02,7,1584
2021-W24,Niedersachsen,03,29,5721
2021-W24,Bremen,04,5,482
2021-W24,Nordrhein-Westfalen,05,65,17025
2021-W24,Hessen,06,31,7440
2021-W24,Rheinland-Pfalz,07,86,3843
2021-W24,Baden-Württemberg,08,83,10127
2021-W24,Bayern,09,82,15164
2021-W24,Saarland,10,3,1017
2021-W24,Berlin,11,31,3474
2021-W24,Brandenburg,12,33,3770
2021-W24,Mecklenburg-Vorpommern,13,3,1147
2021-W24,Sachsen,14,43,10019
2021-W24,Sachsen-Anhalt,15,15,3399
2021-W24,Thüringen,16,27,4298
2021-W25,Schleswig-Holstein,01,1,1613
2021-W25,Hamburg,02,3,1587
2021-W25,Niedersachsen,03,28,5749
2021-W25,Bremen,04,0,482
2021-W25,Nordrhein-Westfalen,05,70,17095
2021-W25,Hessen,06,34,7474
2021-W25,Rheinland-Pfalz,07,13,3856
2021-W25,Baden-Württemberg,08,63,10190
2021-W25,Bayern,09,57,15221
2021-W25,Saarland,10,0,1017
2021-W25,Berlin,11,11,3485
2021-W25,Brandenburg,12,9,3779
2021-W25,Mecklenburg-Vorpommern,13,4,1151
2021-W25,Sachsen,14,50,10069
2021-W25,Sachsen-Anhalt,15,13,3412
2021-W25,Thüringen,16,15,4313
2021-W26,Schleswig-Holstein,01,2,1615
2021-W26,Hamburg,02,7,1594
2021-W26,Niedersachsen,03,12,5761
2021-W26,Bremen,04,5,487
2021-W26,Nordrhein-Westfalen,05,53,17148
2021-W26,Hessen,06,38,7512
2021-W26,Rheinland-Pfalz,07,11,3867
2021-W26,Baden-Württemberg,08,56,10246
2021-W26,Bayern,09,31,15252
2021-W26,Saarland,10,6,1023
2021-W26,Berlin,11,6,3491
2021-W26,Brandenburg,12,12,3791
2021-W26,Mecklenburg-Vorpommern,13,4,1155
2021-W26,Sachsen,14,19,10088
2021-W26,Sachsen-Anhalt,15,5,3417
2021-W26,Thüringen,16,13,4326
2021-W27,Schleswig-Holstein,01,3,1618
2021-W27,Hamburg,02,5,1599
2021-W27,Niedersachsen,03,31,5792
2021-W27,Bremen,04,0,487
2021-W27,Nordrhein-Westfalen,05,40,17188
2021-W27,Hessen,06,13,7525
2021-W27,Rheinland-Pfalz,07,2,3869
2021-W27,Baden-Württemberg,08,40,10286
2021-W27,Bayern,09,23,15275
2021-W27,Saarland,10,2,1025
2021-W27,Berlin,11,5,3496
2021-W27,Brandenburg,12,5,3796
2021-W27,Mecklenburg-Vorpommern,13,6,1161
2021-W27,Sachsen,14,15,10103
2021-W27,Sachsen-Anhalt,15,3,3420
2021-W27,Thüringen,16,15,4341
2021-W28,Schleswig-Holstein,01,2,1620
2021-W28,Hamburg,02,3,1602
2021-W28,Niedersachsen,03,6,5798
2021-W28,Bremen,04,1,488
2021-W28,Nordrhein-Westfalen,05,38,17226
2021-W28,Hessen,06,9,7534
2021-W28,Rheinland-Pfalz,07,1,3870
2021-W28,Baden-Württemberg,08,25,10311
2021-W28,Bayern,09,13,15288
2021-W28,Saarland,10,2,1027
2021-W28,Berlin,11,6,3502
2021-W28,Brandenburg,12,4,3800
2021-W28,Mecklenburg-Vorpommern,13,4,1165
2021-W28,Sachsen,14,11,10114
2021-W28,Sachsen-Anhalt,15,3,3423
2021-W28,Thüringen,16,6,4347
2021-W29,Schleswig-Holstein,01,1,1621
2021-W29,Hamburg,02,2,1604
2021-W29,Niedersachsen,03,4,5802
2021-W29,Bremen,04,4,492
2021-W29,Nordrhein-Westfalen,05,34,17260
2021-W29,Hessen,06,12,7546
2021-W29,Rheinland-Pfalz,07,7,3877
2021-W29,Baden-Württemberg,08,38,10349
2021-W29,Bayern,09,13,15301
2021-W29,Saarland,10,0,1027
2021-W29,Berlin,11,8,3510
2021-W29,Brandenburg,12,1,3801
2021-W29,Mecklenburg-Vorpommern,13,11,1176
2021-W29,Sachsen,14,12,10126
2021-W29,Sachsen-Anhalt,15,15,3438
2021-W29,Thüringen,16,3,4350
2021-W30,Schleswig-Holstein,01,9,1630
2021-W30,Hamburg,02,8,1612
2021-W30,Niedersachsen,03,9,5811
2021-W30,Bremen,04,0,492
2021-W30,Nordrhein-Westfalen,05,18,17278
2021-W30,Hessen,06,13,7559
2021-W30,Rheinland-Pfalz,07,3,3880
2021-W30,Baden-Württemberg,08,18,10367
2021-W30,Bayern,09,18,15319
2021-W30,Saarland,10,0,1027
2021-W30,Berlin,11,5,3515
2021-W30,Brandenburg,12,0,3801
2021-W30,Mecklenburg-Vorpommern,13,4,1180
2021-W30,Sachsen,14,7,10133
2021-W30,Sachsen-Anhalt,15,7,3445
2021-W30,Thüringen,16,18,4368
2021-W31,Schleswig-Holstein,01,1,1631
2021-W31,Hamburg,02,11,1623
2021-W31,Niedersachsen,03,2,5813
2021-W31,Bremen,04,0,492
2021-W31,Nordrhein-Westfalen,05,12,17290
2021-W31,Hessen,06,7,7566
2021-W31,Rheinland-Pfalz,07,4,3884
2021-W31,Baden-Württemberg,08,33,10400
2021-W31,Bayern,09,22,15341
2021-W31,Saarland,10,1,1028
2021-W31,Berlin,11,1,3516
2021-W31,Brandenburg,12,1,3802
2021-W31,Mecklenburg-Vorpommern,13,3,1183
2021-W31,Sachsen,14,5,10138
2021-W31,Sachsen-Anhalt,15,14,3459
2021-W31,Thüringen,16,3,4371
2021-W32,Schleswig-Holstein,01,2,1633
2021-W32,Hamburg,02,8,1631
2021-W32,Niedersachsen,03,8,5821
2021-W32,Bremen,04,1,493
2021-W32,Nordrhein-Westfalen,05,15,17305
2021-W32,Hessen,06,17,7583
2021-W32,Rheinland-Pfalz,07,5,3889
2021-W32,Baden-Württemberg,08,5,10405
2021-W32,Bayern,09,13,15354
2021-W32,Saarland,10,0,1028
2021-W32,Berlin,11,2,3518
2021-W32,Brandenburg,12,0,3802
2021-W32,Mecklenburg-Vorpommern,13,1,1184
2021-W32,Sachsen,14,8,10146
2021-W32,Sachsen-Anhalt,15,2,3461
2021-W32,Thüringen,16,6,4377
2021-W33,Schleswig-Holstein,01,2,1635
2021-W33,Hamburg,02,2,1633
2021-W33,Niedersachsen,03,8,5829
2021-W33,Bremen,04,3,496
2021-W33,Nordrhein-Westfalen,05,39,17344
2021-W33,Hessen,06,14,7597
2021-W33,Rheinland-Pfalz,07,4,3893
2021-W33,Baden-Württemberg,08,9,10414
2021-W33,Bayern,09,16,15370
2021-W33,Saarland,10,0,1028
2021-W33,Berlin,11,1,3519
2021-W33,Brandenburg,12,0,3802
2021-W33,Mecklenburg-Vorpommern,13,2,1186
2021-W33,Sachsen,14,10,10156
2021-W33,Sachsen-Anhalt,15,2,3463
2021-W33,Thüringen,16,4,4381
2021-W34,Schleswig-Holstein,01,7,1642
2021-W34,Hamburg,02,6,1639
2021-W34,Niedersachsen,03,12,5841
2021-W34,Bremen,04,2,498
2021-W34,Nordrhein-Westfalen,05,42,17386
2021-W34,Hessen,06,13,7610
2021-W34,Rheinland-Pfalz,07,5,3898
2021-W34,Baden-Württemberg,08,26,10440
2021-W34,Bayern,09,11,15381
2021-W34,Saarland,10,1,1029
2021-W34,Berlin,11,9,3528
2021-W34,Brandenburg,12,4,3806
2021-W34,Mecklenburg-Vorpommern,13,3,1189
2021-W34,Sachsen,14,7,10163
2021-W34,Sachsen-Anhalt,15,4,3467
2021-W34,Thüringen,16,3,4384
2021-W35,Schleswig-Holstein,01,5,1647
2021-W35,Hamburg,02,13,1652
2021-W35,Niedersachsen,03,12,5853
2021-W35,Bremen,04,1,499
2021-W35,Nordrhein-Westfalen,05,61,17447
2021-W35,Hessen,06,12,7622
2021-W35,Rheinland-Pfalz,07,10,3908
2021-W35,Baden-Württemberg,08,37,10477
2021-W35,Bayern,09,34,15415
2021-W35,Saarland,10,4,1033
2021-W35,Berlin,11,6,3534
2021-W35,Brandenburg,12,4,3810
2021-W35,Mecklenburg-Vorpommern,13,4,1193
2021-W35,Sachsen,14,8,10171
2021-W35,Sachsen-Anhalt,15,25,3492
2021-W35,Thüringen,16,2,4386
2021-W36,Schleswig-Holstein,01,10,1657
2021-W36,Hamburg,02,5,1657
2021-W36,Niedersachsen,03,16,5869
2021-W36,Bremen,04,2,501
2021-W36,Nordrhein-Westfalen,05,88,17535
2021-W36,Hessen,06,24,7646
2021-W36,Rheinland-Pfalz,07,15,3923
2021-W36,Baden-Württemberg,08,34,10511
2021-W36,Bayern,09,50,15465
2021-W36,Saarland,10,5,1038
2021-W36,Berlin,11,5,3539
2021-W36,Brandenburg,12,1,3811
2021-W36,Mecklenburg-Vorpommern,13,2,1195
2021-W36,Sachsen,14,12,10183
2021-W36,Sachsen-Anhalt,15,3,3495
2021-W36,Thüringen,16,1,4387
2021-W37,Schleswig-Holstein,01,11,1668
2021-W37,Hamburg,02,32,1689
2021-W37,Niedersachsen,03,33,5902
2021-W37,Bremen,04,4,505
2021-W37,Nordrhein-Westfalen,05,89,17624
2021-W37,Hessen,06,32,7678
2021-W37,Rheinland-Pfalz,07,11,3934
2021-W37,Baden-Württemberg,08,65,10576
2021-W37,Bayern,09,54,15519
2021-W37,Saarland,10,5,1043
2021-W37,Berlin,11,14,3553
2021-W37,Brandenburg,12,6,3817
2021-W37,Mecklenburg-Vorpommern,13,1,1196
2021-W37,Sachsen,14,9,10192
2021-W37,Sachsen-Anhalt,15,24,3519
2021-W37,Thüringen,16,2,4389
2021-W38,Schleswig-Holstein,01,5,1673
2021-W38,Hamburg,02,28,1717
2021-W38,Niedersachsen,03,29,5931
2021-W38,Bremen,04,1,506
2021-W38,Nordrhein-Westfalen,05,105,17729
2021-W38,Hessen,06,26,7704
2021-W38,Rheinland-Pfalz,07,20,3954
2021-W38,Baden-Württemberg,08,40,10616
2021-W38,Bayern,09,75,15594
2021-W38,Saarland,10,2,1045
2021-W38,Berlin,11,8,3561
2021-W38,Brandenburg,12,9,3826
2021-W38,Mecklenburg-Vorpommern,13,2,1198
2021-W38,Sachsen,14,11,10203
2021-W38,Sachsen-Anhalt,15,15,3534
2021-W38,Thüringen,16,6,4395
2021-W39,Schleswig-Holstein,01,4,1677
2021-W39,Hamburg,02,22,1739
2021-W39,Niedersachsen,03,25,5956
2021-W39,Bremen,04,4,510
2021-W39,Nordrhein-Westfalen,05,107,17836
2021-W39,Hessen,06,33,7737
2021-W39,Rheinland-Pfalz,07,21,3975
2021-W39,Baden-Württemberg,08,46,10662
2021-W39,Bayern,09,71,15665
2021-W39,Saarland,10,4,1049
2021-W39,Berlin,11,4,3565
2021-W39,Brandenburg,12,9,3835
2021-W39,Mecklenburg-Vorpommern,13,4,1202
2021-W39,Sachsen,14,24,10227
2021-W39,Sachsen-Anhalt,15,7,3541
2021-W39,Thüringen,16,9,4404
2021-W40,Schleswig-Holstein,01,7,1684
2021-W40,Hamburg,02,13,1752
2021-W40,Niedersachsen,03,37,5993
2021-W40,Bremen,04,8,518
2021-W40,Nordrhein-Westfalen,05,73,17909
2021-W40,Hessen,06,28,7765
2021-W40,Rheinland-Pfalz,07,18,3993
2021-W40,Baden-Württemberg,08,68,10730
2021-W40,Bayern,09,95,15760
2021-W40,Saarland,10,3,1052
2021-W40,Berlin,11,19,3584
2021-W40,Brandenburg,12,14,3849
2021-W40,Mecklenburg-Vorpommern,13,4,1206
2021-W40,Sachsen,14,6,10233
2021-W40,Sachsen-Anhalt,15,9,3550
2021-W40,Thüringen,16,10,4414
2021-W41,Schleswig-Holstein,01,10,1694
2021-W41,Hamburg,02,9,1761
2021-W41,Niedersachsen,03,28,6021
2021-W41,Bremen,04,4,522
2021-W41,Nordrhein-Westfalen,05,94,18003
2021-W41,Hessen,06,20,7785
2021-W41,Rheinland-Pfalz,07,24,4017
2021-W41,Baden-Württemberg,08,67,10797
2021-W41,Bayern,09,92,15852
