Datum,Region_Name,Region_Id,Todesfaelle,Todesfaelle_gesamt
2021-W41,Saarland,10,4,1056
2021-W41,Berlin,11,17,3601
2021-W41,Brandenburg,12,5,3854
2021-W41,Mecklenburg-Vorpommern,13,6,1212
2021-W41,Sachsen,14,16,10249
2021-W41,Sachsen-Anhalt,15,12,3562
2021-W41,Thüringen,16,10,4424
2021-W42,Schleswig-Holstein,01,9,1703
2021-W42,Hamburg,02,24,1785
2021-W42,Niedersachsen,03,32,6053
2021-W42,Bremen,04,5,527
2021-W42,Nordrhein-Westfalen,05,92,18095
2021-W42,Hessen,06,23,7808
2021-W42,Rheinland-Pfalz,07,20,4037
2021-W42,Baden-Württemberg,08,58,10855
2021-W42,Bayern,09,96,15948
2021-W42,Saarland,10,3,1059
2021-W42,Berlin,11,13,3614
2021-W42,Brandenburg,12,36,3890
2021-W42,Mecklenburg-Vorpommern,13,12,1224
2021-W42,Sachsen,14,33,10282
2021-W42,Sachsen-Anhalt,15,10,3572
2021-W42,Thüringen,16,26,4450
2021-W43,Schleswig-Holstein,01,13,1716
2021-W43,Hamburg,02,34,1819
2021-W43,Niedersachsen,03,22,6075
2021-W43,Bremen,04,3,530
2021-W43,Nordrhein-Westfalen,05,99,18194
2021-W43,Hessen,06,32,7840
2021-W43,Rheinland-Pfalz,07,30,4067
2021-W43,Baden-Württemberg,08,109,10964
2021-W43,Bayern,09,116,16064
2021-W43,Saarland,10,3,1062
2021-W43,Berlin,11,28,3642
2021-W43,Brandenburg,12,22,3912
2021-W43,Mecklenburg-Vorpommern,13,17,1241
2021-W43,Sachsen,14,40,10322
2021-W43,Sachsen-Anhalt,15,11,3583
2021-W43,Thüringen,16,47,4497
2021-W44,Schleswig-Holstein,01,13,1729
2021-W44,Hamburg,02,16,1835
2021-W44,Niedersachsen,03,31,6106
2021-W44,Bremen,04,4,534
2021-W44,Nordrhein-Westfalen,05,124,18318
2021-W44,Hessen,06,48,7888
2021-W44,Rheinland-Pfalz,07,31,4098
2021-W44,Baden-Württemberg,08,102,11066
2021-W44,Bayern,09,175,16239
2021-W44,Saarland,10,7,1069
2021-W44,Berlin,11,29,3671
2021-W44,Brandenburg,12,28,3940
2021-W44,Mecklenburg-Vorpommern,13,20,1261
2021-W44,Sachsen,14,81,10403
2021-W44,Sachsen-Anhalt,15,26,3609
2021-W44,Thüringen,16,59,4556
2021-W45,Schleswig-Holstein,01,13,1742
2021-W45,Hamburg,02,9,1844
2021-W45,Niedersachsen,03,55,6161
2021-W45,Bremen,04,2,536
2021-W45,Nordrhein-Westfalen,05,149,18467
2021-W45,Hessen,06,72,7960
2021-W45,Rheinland-Pfalz,07,45,4143
2021-W45,Baden-Württemberg,08,154,11220
2021-W45,Bayern,09,306,16545
2021-W45,Saarland,10,10,1079
2021-W45,Berlin,11,25,3696
2021-W45,Brandenburg,12,31,3971
2021-W45,Mecklenburg-Vorpommern,13,16,1277
2021-W45,Sachsen,14,129,10532
2021-W45,Sachsen-Anhalt,15,33,3642
2021-W45,Thüringen,16,97,4653
2021-W46,Schleswig-Holstein,01,21,1763
2021-W46,Hamburg,02,22,1866
2021-W46,Niedersachsen,03,69,6230
2021-W46,Bremen,04,5,541
2021-W46,Nordrhein-Westfalen,05,183,18650
2021-W46,Hessen,06,67,8027
2021-W46,Rheinland-Pfalz,07,46,4189
2021-W46,Baden-Württemberg,08,198,11418
2021-W46,Bayern,09,380,16925
2021-W46,Saarland,10,12,1091
2021-W46,Berlin,11,21,3717
2021-W46,Brandenburg,12,55,4026
2021-W46,Mecklenburg-Vorpommern,13,13,1290
2021-W46,Sachsen,14,114,10646
2021-W46,Sachsen-Anhalt,15,46,3688
2021-W46,Thüringen,16,132,4785
2021-W47,Schleswig-Holstein,01,16,1779
2021-W47,Hamburg,02,19,1885
2021-W47,Niedersachsen,03,89,6319
2021-W47,Bremen,04,6,547
2021-W47,Nordrhein-Westfalen,05,224,18874
2021-W47,Hessen,06,80,8107
2021-W47,Rheinland-Pfalz,07,46,4235
2021-W47,Baden-Württemberg,08,234,11652
2021-W47,Bayern,09,456,17381
2021-W47,Saarland,10,16,1107
2021-W47,Berlin,11,45,3762
2021-W47,Brandenburg,12,58,4084
2021-W47,Mecklenburg-Vorpommern,13,30,1320
2021-W47,Sachsen,14,255,10901
2021-W47,Sachsen-Anhalt,15,91,3779
2021-W47,Thüringen,16,138,4923
2021-W48,Schleswig-Holstein,01,19,1798
2021-W48,Hamburg,02,15,1900
2021-W48,Niedersachsen,03,103,6422
2021-W48,Bremen,04,8,555
2021-W48,Nordrhein-Westfalen,05,300,19174
2021-W48,Hessen,06,86,8193
2021-W48,Rheinland-Pfalz,07,61,4296
2021-W48,Baden-Württemberg,08,262,11914
2021-W48,Bayern,09,532,17913
2021-W48,Saarland,10,14,1121
2021-W48,Berlin,11,30,3792
2021-W48,Brandenburg,12,113,4197
2021-W48,Mecklenburg-Vorpommern,13,28,1348
2021-W48,Sachsen,14,324,11225
2021-W48,Sachsen-Anhalt,15,63,3842
2021-W48,Thüringen,16,199,5122
2021-W49,Schleswig-Holstein,01,22,1820
2021-W49,Hamburg,02,22,1922
2021-W49,Niedersachsen,03,128,6550
2021-W49,Bremen,04,10,565
2021-W49,Nordrhein-Westfalen,05,292,19466
2021-W49,Hessen,06,105,8298
2021-W49,Rheinland-Pfalz,07,87,4383
2021-W49,Baden-Württemberg,08,314,12228
2021-W49,Bayern,09,638,18551
2021-W49,Saarland,10,25,1146
2021-W49,Berlin,11,68,3860
2021-W49,Brandenburg,12,121,4318
2021-W49,Mecklenburg-Vorpommern,13,26,1374
2021-W49,Sachsen,14,400,11625
2021-W49,Sachsen-Anhalt,15,112,3954
2021-W49,Thüringen,16,225,5347
2021-W50,Schleswig-Holstein,01,25,1845
2021-W50,Hamburg,02,29,1951
2021-W50,Niedersachsen,03,128,6678
2021-W50,Bremen,04,10,575
2021-W50,Nordrhein-Westfalen,05,333,19799
2021-W50,Hessen,06,91,8389
2021-W50,Rheinland-Pfalz,07,78,4461
2021-W50,Baden-Württemberg,08,297,12525
2021-W50,Bayern,09,445,18996
2021-W50,Saarland,10,48,1194
2021-W50,Berlin,11,39,3899
2021-W50,Brandenburg,12,136,4454
2021-W50,Mecklenburg-Vorpommern,13,47,1421
2021-W50,Sachsen,14,578,12203
2021-W50,Sachsen-Anhalt,15,128,4082
2021-W50,Thüringen,16,187,5534
2021-W51,Schleswig-Holstein,01,16,1861
2021-W51,Hamburg,02,16,1967
2021-W51,Niedersachsen,03,79,6757
2021-W51,Bremen,04,14,589
2021-W51,Nordrhein-Westfalen,05,280,20079
2021-W51,Hessen,06,95,8484
2021-W51,Rheinland-Pfalz,07,86,4547
2021-W51,Baden-Württemberg,08,222,12747
2021-W51,Bayern,09,376,19372
2021-W51,Saarland,10,30,1224
2021-W51,Berlin,11,24,3923
2021-W51,Brandenburg,12,132,4586
2021-W51,Mecklenburg-Vorpommern,13,27,1448
2021-W51,Sachsen,14,425,12628
2021-W51,Sachsen-Anhalt,15,106,4188
2021-W51,Thüringen,16,195,5729
2021-W52,Schleswig-Holstein,01,15,1876
2021-W52,Hamburg,02,25,1992
2021-W52,Niedersachsen,03,66,6823
2021-W52,Bremen,04,11,600
2021-W52,Nordrhein-Westfalen,05,244,20323
2021-W52,Hessen,06,63,8547
2021-W52,Rheinland-Pfalz,07,66,4613
2021-W52,Baden-Württemberg,08,236,12983
2021-W52,Bayern,09,305,19677
2021-W52,Saarland,10,15,1239
2021-W52,Berlin,11,28,3951
2021-W52,Brandenburg,12,97,4683
2021-W52,Mecklenburg-Vorpommern,13,29,1477
2021-W52,Sachsen,14,351,12979
2021-W52,Sachsen-Anhalt,15,89,4277
2021-W52,Thüringen,16,148,5877
2022-W01,Schleswig-Holstein,01,12,1888
2022-W01,Hamburg,02,32,2024
2022-W01,Niedersachsen,03,88,6911
2022-W01,Bremen,04,13,613
2022-W01,Nordrhein-Westfalen,05,226,20549
2022-W01,Hessen,06,54,8601
2022-W01,Rheinland-Pfalz,07,61,4674
2022-W01,Baden-Württemberg,08,190,13173
2022-W01,Bayern,09,230,19907
2022-W01,Saarland,10,17,1256
2022-W01,Berlin,11,23,3974
2022-W01,Brandenburg,12,112,4795
2022-W01,Mecklenburg-Vorpommern,13,38,1515
2022-W01,Sachsen,14,413,13392
2022-W01,Sachsen-Anhalt,15,124,4401
2022-W01,Thüringen,16,188,6065
2022-W02,Schleswig-Holstein,01,17,1905
2022-W02,Hamburg,02,18,2042
2022-W02,Niedersachsen,03,75,6986
2022-W02,Bremen,04,7,620
2022-W02,Nordrhein-Westfalen,05,165,20714
2022-W02,Hessen,06,52,8653
2022-W02,Rheinland-Pfalz,07,35,4709
2022-W02,Baden-Württemberg,08,213,13386
2022-W02,Bayern,09,236,20143
2022-W02,Saarland,10,35,1291
2022-W02,Berlin,11,28,4002
2022-W02,Brandenburg,12,75,4870
2022-W02,Mecklenburg-Vorpommern,13,55,1570
2022-W02,Sachsen,14,373,13765
2022-W02,Sachsen-Anhalt,15,73,4474
2022-W02,Thüringen,16,177,6242
2022-W03,Schleswig-Holstein,01,21,1926
2022-W03,Hamburg,02,25,2067
2022-W03,Niedersachsen,03,55,7041
2022-W03,Bremen,04,11,631
2022-W03,Nordrhein-Westfalen,05,150,20864
2022-W03,Hessen,06,46,8699
2022-W03,Rheinland-Pfalz,07,33,4742
2022-W03,Baden-Württemberg,08,102,13488
2022-W03,Bayern,09,132,20275
2022-W03,Saarland,10,16,1307
2022-W03,Berlin,11,16,4018
2022-W03,Brandenburg,12,87,4957
2022-W03,Mecklenburg-Vorpommern,13,36,1606
2022-W03,Sachsen,14,190,13955
2022-W03,Sachsen-Anhalt,15,68,4542
2022-W03,Thüringen,16,89,6331
2022-W04,Schleswig-Holstein,01,27,1953
2022-W04,Hamburg,02,53,2120
2022-W04,Niedersachsen,03,39,7080
2022-W04,Bremen,04,17,648
2022-W04,Nordrhein-Westfalen,05,192,21056
2022-W04,Hessen,06,71,8770
2022-W04,Rheinland-Pfalz,07,34,4776
2022-W04,Baden-Württemberg,08,124,13612
2022-W04,Bayern,09,125,20400
2022-W04,Saarland,10,14,1321
2022-W04,Berlin,11,23,4041
2022-W04,Brandenburg,12,41,4998
2022-W04,Mecklenburg-Vorpommern,13,24,1630
2022-W04,Sachsen,14,111,14066
2022-W04,Sachsen-Anhalt,15,57,4599
2022-W04,Thüringen,16,53,6384
2022-W05,Schleswig-Holstein,01,27,1980
2022-W05,Hamburg,02,41,2161
2022-W05,Niedersachsen,03,53,7133
2022-W05,Bremen,04,4,652
2022-W05,Nordrhein-Westfalen,05,179,21235
2022-W05,Hessen,06,84,8854
2022-W05,Rheinland-Pfalz,07,28,4804
2022-W05,Baden-Württemberg,08,118,13730
2022-W05,Bayern,09,201,20601
2022-W05,Saarland,10,11,1332
2022-W05,Berlin,11,28,4069
2022-W05,Brandenburg,12,23,5021
2022-W05,Mecklenburg-Vorpommern,13,24,1654
2022-W05,Sachsen,14,67,14133
2022-W05,Sachsen-Anhalt,15,33,4632
2022-W05,Thüringen,16,52,6436
2022-W06,Schleswig-Holstein,01,49,2029
2022-W06,Hamburg,02,39,2200
2022-W06,Niedersachsen,03,89,7222
2022-W06,Bremen,04,10,662
2022-W06,Nordrhein-Westfalen,05,248,21483
2022-W06,Hessen,06,99,8953
2022-W06,Rheinland-Pfalz,07,40,4844
2022-W06,Baden-Württemberg,08,125,13855
2022-W06,Bayern,09,212,20813
2022-W06,Saarland,10,13,1345
2022-W06,Berlin,11,32,4101
2022-W06,Brandenburg,12,55,5076
2022-W06,Mecklenburg-Vorpommern,13,34,1688
2022-W06,Sachsen,14,84,14217
2022-W06,Sachsen-Anhalt,15,41,4673
2022-W06,Thüringen,16,51,6487
2022-W07,Schleswig-Holstein,01,31,2060
2022-W07,Hamburg,02,60,2260
2022-W07,Niedersachsen,03,99,7321
2022-W07,Bremen,04,10,672
2022-W07,Nordrhein-Westfalen,05,354,21837
2022-W07,Hessen,06,100,9053
2022-W07,Rheinland-Pfalz,07,57,4901
2022-W07,Baden-Württemberg,08,159,14014
2022-W07,Bayern,09,212,21025
2022-W07,Saarland,10,17,1362
2022-W07,Berlin,11,44,4145
2022-W07,Brandenburg,12,52,5128
2022-W07,Mecklenburg-Vorpommern,13,31,1719
2022-W07,Sachsen,14,43,14260
2022-W07,Sachsen-Anhalt,15,35,4708
2022-W07,Thüringen,16,48,6535
2022-W08,Schleswig-Holstein,01,36,2096
2022-W08,Hamburg,02,25,2285
2022-W08,Niedersachsen,03,122,7443
2022-W08,Bremen,04,7,679
2022-W08,Nordrhein-Westfalen,05,335,22172
2022-W08,Hessen,06,99,9152
2022-W08,Rheinland-Pfalz,07,59,4960
2022-W08,Baden-Württemberg,08,182,14196
2022-W08,Bayern,09,264,21289
2022-W08,Saarland,10,30,1392
2022-W08,Berlin,11,32,4177
2022-W08,Brandenburg,12,46,5174
2022-W08,Mecklenburg-Vorpommern,13,31,1750
2022-W08,Sachsen,14,33,14293
2022-W08,Sachsen-Anhalt,15,39,4747
2022-W08,Thüringen,16,59,6594
2022-W09,Schleswig-Holstein,01,32,2128
2022-W09,Hamburg,02,27,2312
2022-W09,Niedersachsen,03,138,7581
2022-W09,Bremen,04,7,686
2022-W09,Nordrhein-Westfalen,05,319,22491
2022-W09,Hessen,06,92,9244
2022-W09,Rheinland-Pfalz,07,62,5022
2022-W09,Baden-Württemberg,08,180,14376
2022-W09,Bayern,09,273,21562
2022-W09,Saarland,10,13,1405
2022-W09,Berlin,11,34,4211
2022-W09,Brandenburg,12,41,5215
2022-W09,Mecklenburg-Vorpommern,13,43,1793
2022-W09,Sachsen,14,82,14375
2022-W09,Sachsen-Anhalt,15,48,4795
2022-W09,Thüringen,16,33,6627
2022-W10,Schleswig-Holstein,01,45,2173
2022-W10,Hamburg,02,23,2335
2022-W10,Niedersachsen,03,101,7682
2022-W10,Bremen,04,7,693
2022-W10,Nordrhein-Westfalen,05,271,22762
2022-W10,Hessen,06,98,9342
2022-W10,Rheinland-Pfalz,07,55,5077
2022-W10,Baden-Württemberg,08,222,14598
2022-W10,Bayern,09,296,21858
2022-W10,Saarland,10,24,1429
2022-W10,Berlin,11,21,4232
2022-W10,Brandenburg,12,71,5286
2022-W10,Mecklenburg-Vorpommern,13,58,1851
2022-W10,Sachsen,14,68,14443
2022-W10,Sachsen-Anhalt,15,64,4859
2022-W10,Thüringen,16,47,6674
2022-W11,Schleswig-Holstein,01,37,2210
2022-W11,Hamburg,02,9,2344
2022-W11,Niedersachsen,03,111,7793
2022-W11,Bremen,04,11,704
2022-W11,Nordrhein-Westfalen,05,326,23088
2022-W11,Hessen,06,116,9458
2022-W11,Rheinland-Pfalz,07,47,5124
2022-W11,Baden-Württemberg,08,139,14737
2022-W11,Bayern,09,204,22062
2022-W11,Saarland,10,36,1465
2022-W11,Berlin,11,23,4255
2022-W11,Brandenburg,12,46,5332
2022-W11,Mecklenburg-Vorpommern,13,44,1895
2022-W11,Sachsen,14,95,14538
2022-W11,Sachsen-Anhalt,15,45,4904
2022-W11,Thüringen,16,43,6717
2022-W12,Schleswig-Holstein,01,40,2250
2022-W12,Hamburg,02,23,2367
2022-W12,Niedersachsen,03,158,7951
2022-W12,Bremen,04,6,710
2022-W12,Nordrhein-Westfalen,05,308,23396
2022-W12,Hessen,06,69,9527
2022-W12,Rheinland-Pfalz,07,73,5197
2022-W12,Baden-Württemberg,08,169,14906
2022-W12,Bayern,09,291,22353
2022-W12,Saarland,10,28,1493
2022-W12,Berlin,11,30,4285
2022-W12,Brandenburg,12,46,5378
2022-W12,Mecklenburg-Vorpommern,13,56,1951
2022-W12,Sachsen,14,104,14642
2022-W12,Sachsen-Anhalt,15,68,4972
2022-W12,Thüringen,16,54,6771
2022-W13,Schleswig-Holstein,01,45,2295
2022-W13,Hamburg,02,23,2390
2022-W13,Niedersachsen,03,168,8119
2022-W13,Bremen,04,5,715
2022-W13,Nordrhein-Westfalen,05,325,23721
2022-W13,Hessen,06,85,9612
2022-W13,Rheinland-Pfalz,07,54,5251
2022-W13,Baden-Württemberg,08,187,15093
2022-W13,Bayern,09,269,22622
2022-W13,Saarland,10,34,1527
2022-W13,Berlin,11,30,4315
2022-W13,Brandenburg,12,47,5425
2022-W13,Mecklenburg-Vorpommern,13,62,2013
2022-W13,Sachsen,14,122,14764
2022-W13,Sachsen-Anhalt,15,55,5027
2022-W13,Thüringen,16,75,6846
2022-W14,Schleswig-Holstein,01,33,2328
2022-W14,Hamburg,02,41,2431
2022-W14,Niedersachsen,03,190,8309
2022-W14,Bremen,04,10,725
2022-W14,Nordrhein-Westfalen,05,265,23986
2022-W14,Hessen,06,69,9681
2022-W14,Rheinland-Pfalz,07,73,5324
2022-W14,Baden-Württemberg,08,224,15317
2022-W14,Bayern,09,295,22917
2022-W14,Saarland,10,22,1549
2022-W14,Berlin,11,21,4336
2022-W14,Brandenburg,12,38,5463
2022-W14,Mecklenburg-Vorpommern,13,47,2060
2022-W14,Sachsen,14,181,14945
2022-W14,Sachsen-Anhalt,15,79,5106
2022-W14,Thüringen,16,75,6921
2022-W15,Schleswig-Holstein,01,33,2361
2022-W15,Hamburg,02,42,2473
2022-W15,Niedersachsen,03,149,8458
2022-W15,Bremen,04,9,734
2022-W15,Nordrhein-Westfalen,05,250,24236
2022-W15,Hessen,06,62,9743
2022-W15,Rheinland-Pfalz,07,68,5392
2022-W15,Baden-Württemberg,08,143,15460
2022-W15,Bayern,09,191,23108
2022-W15,Saarland,10,24,1573
2022-W15,Berlin,11,20,4356
2022-W15,Brandenburg,12,22,5485
2022-W15,Mecklenburg-Vorpommern,13,37,2097
2022-W15,Sachsen,14,112,15057
2022-W15,Sachsen-Anhalt,15,43,5149
2022-W15,Thüringen,16,31,6952
2022-W16,Schleswig-Holstein,01,40,2401
2022-W16,Hamburg,02,24,2497
2022-W16,Niedersachsen,03,102,8560
2022-W16,Bremen,04,8,742
2022-W16,Nordrhein-Westfalen,05,213,24449
2022-W16,Hessen,06,78,9821
2022-W16,Rheinland-Pfalz,07,43,5435
2022-W16,Baden-Württemberg,08,131,15591
2022-W16,Bayern,09,209,23317
2022-W16,Saarland,10,27,1600
2022-W16,Berlin,11,31,4387
2022-W16,Brandenburg,12,40,5525
2022-W16,Mecklenburg-Vorpommern,13,37,2134
2022-W16,Sachsen,14,103,15160
2022-W16,Sachsen-Anhalt,15,59,5208
2022-W16,Thüringen,16,88,7040
2022-W17,Schleswig-Holstein,01,31,2432
2022-W17,Hamburg,02,26,2523
2022-W17,Niedersachsen,03,188,8748
2022-W17,Bremen,04,10,752
2022-W17,Nordrhein-Westfalen,05,258,24707
2022-W17,Hessen,06,72,9893
2022-W17,Rheinland-Pfalz,07,57,5492
2022-W17,Baden-Württemberg,08,115,15706
2022-W17,Bayern,09,210,23527
2022-W17,Saarland,10,22,1622
2022-W17,Berlin,11,27,4414
2022-W17,Brandenburg,12,28,5553
2022-W17,Mecklenburg-Vorpommern,13,17,2151
2022-W17,Sachsen,14,124,15284
2022-W17,Sachsen-Anhalt,15,47,5255
2022-W17,Thüringen,16,53,7093
2022-W18,Schleswig-Holstein,01,20,2452
2022-W18,Hamburg,02,49,2572
2022-W18,Niedersachsen,03,170,8918
2022-W18,Bremen,04,12,764
2022-W18,Nordrhein-Westfalen,05,182,24889
2022-W18,Hessen,06,79,9972
2022-W18,Rheinland-Pfalz,07,48,5540
2022-W18,Baden-Württemberg,08,113,15819
2022-W18,Bayern,09,129,23656
2022-W18,Saarland,10,12,1634
2022-W18,Berlin,11,24,4438
2022-W18,Brandenburg,12,32,5585
2022-W18,Mecklenburg-Vorpommern,13,17,2168
2022-W18,Sachsen,14,108,15392
2022-W18,Sachsen-Anhalt,15,28,5283
2022-W18,Thüringen,16,58,7151
2022-W19,Schleswig-Holstein,01,24,2476
2022-W19,Hamburg,02,45,2617
2022-W19,Niedersachsen,03,145,9063
2022-W19,Bremen,04,2,766
2022-W19,Nordrhein-Westfalen,05,178,25067
2022-W19,Hessen,06,47,10019
2022-W19,Rheinland-Pfalz,07,37,5577
2022-W19,Baden-Württemberg,08,88,15907
2022-W19,Bayern,09,168,23824
2022-W19,Saarland,10,14,1648
2022-W19,Berlin,11,44,4482
2022-W19,Brandenburg,12,34,5619
2022-W19,Mecklenburg-Vorpommern,13,28,2196
2022-W19,Sachsen,14,48,15440
2022-W19,Sachsen-Anhalt,15,25,5308
2022-W19,Thüringen,16,36,7187
2022-W20,Schleswig-Holstein,01,26,2502
2022-W20,Hamburg,02,20,2637
2022-W20,Niedersachsen,03,147,9210
2022-W20,Bremen,04,5,771
2022-W20,Nordrhein-Westfalen,05,153,25220
2022-W20,Hessen,06,31,10050
2022-W20,Rheinland-Pfalz,07,52,5629
2022-W20,Baden-Württemberg,08,79,15986
2022-W20,Bayern,09,107,23931
2022-W20,Saarland,10,8,1656
2022-W20,Berlin,11,23,4505
2022-W20,Brandenburg,12,26,5645
2022-W20,Mecklenburg-Vorpommern,13,15,2211
2022-W20,Sachsen,14,40,15480
2022-W20,Sachsen-Anhalt,15,28,5336
2022-W20,Thüringen,16,75,7262
2022-W21,Schleswig-Holstein,01,31,2533
2022-W21,Hamburg,02,6,2643
2022-W21,Niedersachsen,03,61,9271
2022-W21,Bremen,04,2,773
2022-W21,Nordrhein-Westfalen,05,110,25330
2022-W21,Hessen,06,49,10099
2022-W21,Rheinland-Pfalz,07,26,5655
2022-W21,Baden-Württemberg,08,72,16058
2022-W21,Bayern,09,79,24010
2022-W21,Saarland,10,6,1662
2022-W21,Berlin,11,32,4537
2022-W21,Brandenburg,12,13,5658
2022-W21,Mecklenburg-Vorpommern,13,10,2221
2022-W21,Sachsen,14,33,15513
2022-W21,Sachsen-Anhalt,15,11,5347
2022-W21,Thüringen,16,9,7271
2022-W22,Schleswig-Holstein,01,11,2544
2022-W22,Hamburg,02,12,2655
2022-W22,Niedersachsen,03,105,9376
2022-W22,Bremen,04,4,777
2022-W22,Nordrhein-Westfalen,05,90,25420
2022-W22,Hessen,06,61,10160
2022-W22,Rheinland-Pfalz,07,12,5667
2022-W22,Baden-Württemberg,08,40,16098
2022-W22,Bayern,09,79,24089
2022-W22,Saarland,10,18,1680
2022-W22,Berlin,11,10,4547
2022-W22,Brandenburg,12,12,5670
2022-W22,Mecklenburg-Vorpommern,13,8,2229
2022-W22,Sachsen,14,26,15539
2022-W22,Sachsen-Anhalt,15,18,5365
2022-W22,Thüringen,16,18,7289
2022-W23,Schleswig-Holstein,01,19,2563
2022-W23,Hamburg,02,21,2676
2022-W23,Niedersachsen,03,56,9432
2022-W23,Bremen,04,2,779
2022-W23,Nordrhein-Westfalen,05,56,25476
2022-W23,Hessen,06,44,10204
2022-W23,Rheinland-Pfalz,07,9,5676
2022-W23,Baden-Württemberg,08,44,16142
2022-W23,Bayern,09,65,24154
2022-W23,Saarland,10,5,1685
2022-W23,Berlin,11,10,4557
2022-W23,Brandenburg,12,16,5686
2022-W23,Mecklenburg-Vorpommern,13,8,2237
2022-W23,Sachsen,14,20,15559
2022-W23,Sachsen-Anhalt,15,11,5376
2022-W23,Thüringen,16,28,7317
2022-W24,Schleswig-Holstein,01,18,2581
2022-W24,Hamburg,02,15,2691
2022-W24,Niedersachsen,03,54,9486
2022-W24,Bremen,04,2,781
2022-W24,Nordrhein-Westfalen,05,65,25541
2022-W24,Hessen,06,35,10239
2022-W24,Rheinland-Pfalz,07,23,5699
2022-W24,Baden-Württemberg,08,40,16182
2022-W24,Bayern,09,55,24209
2022-W24,Saarland,10,0,1685
2022-W24,Berlin,11,6,4563
2022-W24,Brandenburg,12,14,5700
2022-W24,Mecklenburg-Vorpommern,13,5,2242
2022-W24,Sachsen,14,14,15573
2022-W24,Sachsen-Anhalt,15,15,5391
2022-W24,Thüringen,16,18,7335
2022-W25,Schleswig-Holstein,01,8,2589
2022-W25,Hamburg,02,22,2713
2022-W25,Niedersachsen,03,123,9609
2022-W25,Bremen,04,5,786
2022-W25,Nordrhein-Westfalen,05,105,25646
2022-W25,Hessen,06,65,10304
2022-W25,Rheinland-Pfalz,07,21,5720
2022-W25,Baden-Württemberg,08,47,16229
2022-W25,Bayern,09,95,24304
2022-W25,Saarland,10,13,1698
2022-W25,Berlin,11,5,4568
2022-W25,Brandenburg,12,7,5707
2022-W25,Mecklenburg-Vorpommern,13,8,2250
2022-W25,Sachsen,14,19,15592
2022-W25,Sachsen-Anhalt,15,9,5400
2022-W25,Thüringen,16,10,7345
2022-W26,Schleswig-Holstein,01,22,2611
2022-W26,Hamburg,02,11,2724
2022-W26,Niedersachsen,03,82,9691
2022-W26,Bremen,04,8,794
2022-W26,Nordrhein-Westfalen,05,79,25725
2022-W26,Hessen,06,64,10368
2022-W26,Rheinland-Pfalz,07,19,5739
2022-W26,Baden-Württemberg,08,85,16314
2022-W26,Bayern,09,121,24425
2022-W26,Saarland,10,5,1703
2022-W26,Berlin,11,10,4578
2022-W26,Brandenburg,12,6,5713
2022-W26,Mecklenburg-Vorpommern,13,8,2258
2022-W26,Sachsen,14,14,15606
2022-W26,Sachsen-Anhalt,15,14,5414
2022-W26,Thüringen,16,14,7359
2022-W27,Schleswig-Holstein,01,20,2631
2022-W27,Hamburg,02,18,2742
2022-W27,Niedersachsen,03,74,9765
2022-W27,Bremen,04,4,798
2022-W27,Nordrhein-Westfalen,05,113,25838
2022-W27,Hessen,06,65,10433
2022-W27,Rheinland-Pfalz,07,24,5763
2022-W27,Baden-Württemberg,08,54,16368
2022-W27,Bayern,09,110,24535
2022-W27,Saarland,10,11,1714
2022-W27,Berlin,11,12,4590
2022-W27,Brandenburg,12,10,5723
2022-W27,Mecklenburg-Vorpommern,13,11,2269
2022-W27,Sachsen,14,14,15620
2022-W27,Sachsen-Anhalt,15,13,5427
2022-W27,Thüringen,16,16,7375
2022-W28,Schleswig-Holstein,01,26,2657
2022-W28,Hamburg,02,13,2755
2022-W28,Niedersachsen,03,80,9845
2022-W28,Bremen,04,4,802
2022-W28,Nordrhein-Westfalen,05,155,25993
2022-W28,Hessen,06,78,10511
2022-W28,Rheinland-Pfalz,07,58,5821
2022-W28,Baden-Württemberg,08,65,16433
2022-W28,Bayern,09,75,24610
2022-W28,Saarland,10,12,1726
2022-W28,Berlin,11,15,4605
2022-W28,Brandenburg,12,11,5734
2022-W28,Mecklenburg-Vorpommern,13,9,2278
2022-W28,Sachsen,14,29,15649
2022-W28,Sachsen-Anhalt,15,15,5442
2022-W28,Thüringen,16,17,7392
2022-W29,Schleswig-Holstein,01,33,2690
2022-W29,Hamburg,02,34,2789
2022-W29,Niedersachsen,03,65,9910
2022-W29,Bremen,04,3,805
2022-W29,Nordrhein-Westfalen,05,166,26159
2022-W29,Hessen,06,40,10551
2022-W29,Rheinland-Pfalz,07,35,5856
2022-W29,Baden-Württemberg,08,50,16483
2022-W29,Bayern,09,129,24739
2022-W29,Saarland,10,18,1744
2022-W29,Berlin,11,10,4615
2022-W29,Brandenburg,12,15,5749
2022-W29,Mecklenburg-Vorpommern,13,18,2296
2022-W29,Sachsen,14,17,15666
2022-W29,Sachsen-Anhalt,15,17,5459
2022-W29,Thüringen,16,24,7416
2022-W30,Schleswig-Holstein,01,32,2722
2022-W30,Hamburg,02,36,2825
2022-W30,Niedersachsen,03,86,9996
2022-W30,Bremen,04,8,813
2022-W30,Nordrhein-Westfalen,05,178,26337
2022-W30,Hessen,06,48,10599
2022-W30,Rheinland-Pfalz,07,37,5893
2022-W30,Baden-Württemberg,08,94,16577
2022-W30,Bayern,09,132,24871
2022-W30,Saarland,10,12,1756
2022-W30,Berlin,11,20,4635
2022-W30,Brandenburg,12,14,5763
2022-W30,Mecklenburg-Vorpommern,13,29,2325
2022-W30,Sachsen,14,30,15696
